title,type,rating,price,description,url,preparation_time,preparation_temperature,preparation_amount,Бисквитный,Мёд,Цитрусы,Цветочный,Фруктовый,Пряные травы,Специи,Ржаной хлеб,Древесный,Ягодный,Мятный,Сухофрукты,Осенний лист,Грибной,Сливочный,Ореховый,Бальзамический,Хлебный,Овощной,Землистый,Шоколадный,Горчинка,Копченый,Черносливовый,Темный солод,Минеральный,Травянистый,Табачный,Молочный,Коньячный,Шампанское,Кислинка,Терпкость,Кофейный,Жареные семечки подсолнуха,Сладость,Хвойный,Зеленое яблоко
"Хуан Гуаньинь Хуа Го Сян (Желтая Гуаньинь, Аромат цветов и фруктов)",ulun,80.0,2405,"«Аромат цветов и фруктов» сделан из весенних побегов чайного куста Хуан Гуанинь (Желтая Гуанинь). Хуан Гуанинь – официальное название гибрида под рабочим номером 105, появившегося в Фуцзяньском отделении Академии сельскохозяйственных наук в результате скрещивания сортов Те Гуанинь и Хуан Цзинь Гуй (другое название Хуан Дан). Селекционные работы, начавшиеся в 1990 г., закончились успехом, и в 1998 г. сорт был официально утвержден к внедрению в чаеводстве провинции Фуцзянь. В сухом виде – изогнутые, коричневые жгутики скрученных листиков среднего размера. Аромат интенсивный, теплый, хлебно-пряный. Настой прозрачный, оттенка темного янтаря. Букет готового чая яркий, хлебно-пряный с цветочными и фруктовыми нотками. Вкус сочный, плотный, сладковатый, с легкой огненной горчинкой и кислинкой сухих ягод. Аромат глубокий и теплый, хлебно-пряный, на стенках остывающей чашки – нежный, медовый. Сочное, долгое послевкусие. Заваривать горячей водой (95°С) в чайнике из пористой глины для сильно-ферментированных улунов или в гайвани. Пропорция заварки к воде: 4-5 г на 100 мл. Пить проливом, постепенно увеличивая экспозицию. Выдерживает 7 завариваний. Отличный церемониальный чай для самых разных ситуаций и настроений – яркий, многогранный и ароматный. Воздействие согревающее, расслабляющее.",https://moychay.ru/catalog/ulun/uishanskij_ulun/huan-guanin-hua-go-syan-zheltaya-guanin-aromat-tsvetov-i-fruktov,2,95,4,,,,40,40,60,,,,,,,,,,,,80,,,,20,,,,,,,,,,,,,,,,
"Хуан Мэйгуй Хуа Сян (Желтая Роза, цветочный аромат)",ulun,94.0,2005,"«Желтая Роза – Цветочный Аромат» сделан из весенних побегов чайного куста Хуан Мэйгуй. Этот относительно новый сорт был выведен в региональном НИИ чая в 1998 и в течение пяти последующих лет успешно прошел испытания, опередив по ряду показателей даже таких признанных чемпионов как Шуйсянь и Жоугуй. Желтая Роза не боится холода и раньше других выпускает первые побеги, стойко переносит засуху и нападения вредителей. Поэтому, начиная с 2002 г. его активно внедряют в чаеводстве Уишаньского заповедника. Сбор: май 2017 г. Хунбэй проводился трижды: два раза летом и третий осенью 2017 г. В процессе изготовления к листу были применены умеренная ферментация и средний огонь. Никаких дополнительных ароматизаторов не использовали. В сухом виде: изогнутые, коричневые жгутики скрученных листиков среднего размера. Аромат интенсивный, теплый, хлебно-пряный. Настой прозрачный, оттенка золотистого миндаля. Букет готового чая теплый, хлебно-пряный с цветочными и древесными нотками. Вкус сочный, плотный, маслянистый, сладковатый, с нюансами пряностей. Аромат теплый, пряно-цветочный. Приятное, освежающее послевкусие. Заваривать горячей водой (95°С) в чайнике из пористой глины для сильно-ферментированных улунов или в гайвани. Пропорция заварки к воде: 4-5 г на 100 мл. Пить проливом, постепенно увеличивая экспозицию. Выдерживает 6-7 завариваний. Отличный выбор для самых разных ситуаций и настроений – не сложный в заваривании, мягкий и легкий. Прекрасно подойдет для расслабляющего вечернего чаепития.",https://moychay.ru/catalog/ulun/uishanskij_ulun/huan-meyguy-hua-syan-zheltaya-roza-tsvetochnyy-aromat,2,95,4,,,,60,,40,,,40,40,,,,,,,,60,,,,,,,,,,,,,,,,,,,,
"Бэй Доу Цинцао Сян (""Северный ковш"", травянистый аромат)",ulun,96.0,2700,"Видеообзор с участием этого чая. «Северный Ковш, Травянистый Аромат» сделан из весенних побегов чайного куста Бэй Доу в природном заповеднике Уишань. В процессе изготовления к листу были применены средняя ферментация и умеренный огонь. Никаких дополнительных ароматизаторов не использовали. В сухом виде: крупные, изогнутые, темно-коричневые жгутики скрученных листиков. Аромат теплый, хлебно-пряный. Настой прозрачный, оттенка золотистого миндаля. Букет готового чая теплый, хлебно-пряный с цветочными, древесными и бисквитными нотками. Вкус тонкий, мягкий, маслянистый, сладковатый, чуть вяжущий, с нюансами пряностей. Аромат многогранный, глубокий и теплый. Сочное послевкусие. Заваривать горячей водой (95°С) в чайнике из пористой глины для сильно-ферментированных улунов или в гайвани. Пропорция заварки к воде: 4-5 г на 100 мл. Пить проливом, постепенно увеличивая экспозицию. Выдерживает 7 завариваний. Отличный церемониальный чай с мягким, объемным вкусом и согревающим, расслабляющим воздействием.",https://moychay.ru/catalog/ulun/uishanskij_ulun/bey-dou-tsintsao-syan-severnyy-kovsh-travyanistyy-aromat,2,95,4,,,,40,,80,,,40,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,
Юньлун Лао Янь Ча,ulun,90.0,3888,"Выдержанный утёсный улун из чайного хозяйства Юньлун. Сделан в середине 2000-х. В сухом виде: крупные, изогнутые, темно-коричневые жгутики скрученных листиков. Аромат глубокий и теплый, хлебно-пряный. Настой прозрачный, оттенка темного янтаря. Букет готового чая теплый, выдержанный, многогранный, хлебно-пряный с фруктовыми, древесными, коньячными и бальзамическими нотками. Аромат теплый, сложный, фруктово-древесный. Вкус мягкий, объемный, сладковатый, с едва уловимой кислинкой, нюансами специй и минеральными нотками, характерными для яньча. Устойчивое, сочное послевкусие. Заваривать горячей водой (95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5 г на 100 мл. Пить проливом, постепенно увеличивая экспозицию. Выдерживает 8 завариваний. Превосходный выдержанный чай для коллекционеров и искушенных ценителей, с классической «мелодией утёсов» во вкусе и аромате. Воздействие согревающее, расслабляющее, медитативное.",https://moychay.ru/catalog/ulun/uishanskij_ulun/yunlun-lao-yan-cha,1,95,6,,,,,40,40,,,60,,,,,,,,60,60,,,,,,,,,,,,,,,,,,,,
Айцзяо Улун,ulun,88.0,2050,"Cделан из осенних побегов чайного куста Ай Цзяо. История сорта Ай Цзяо или Низкорослый (высота куста не превышает 120 см) ведет свое начало из сунских императорских Северных садов Бэй Юань (ныне уезд Цзяньоу, Фуцзянь). В 90-е годы ХХ века сорт был клонирован на основе материала, взятого с вековых материнских деревьев из старого сада поселка Дунфэн чжэнь. В сухом виде: изогнутые, буро-коричневые жгутики скрученных листиков среднего размера. Аромат интенсивный, пряный. Настой прозрачный, оттенка лугового меда. Букет готового чая теплый, пряно-древесный с ореховыми, фруктовыми и цветочными нотками. Аромат теплый, пряно-древесный, холодный аромат сладкий, цветочный. Вкус сочный, шелковистый, чуть вяжущий, с легкой кислинкой. Сочное, освежающее послевкусие. Заваривать горячей водой (95°С) в чайнике из пористой глины для сильно-ферментированных улунов или в гайвани. Пропорция заварки к воде: 5-6 г на 100 мл. Пить проливом, постепенно увеличивая экспозицию. Выдерживает 7 завариваний. Отличный выбор для психо-эмоциональной перезагрузки во второй половине дня. Согревает, снимает усталость и переключает внимание. Понравится тем любителям яньча, кто ценит в них тонкую, цветочную составляющую.",https://moychay.ru/catalog/ulun/uishanskij_ulun/aytszyao-ulun,1,95,6,,,,60,60,60,,,60,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,
Тунму Бай Жуй Сян,ulun,98.0,2655,"Улун «Аромат Бай Жуй» сделан в сентябре 2021 г. в природном заповеднике Тунмугуань (средняя ферментация, умеренный огонь). В сухом виде: изогнутые, буро-коричневые жгутики скрученных листиков среднего размера. Аромат интенсивный, хлебно-пряный. Настой прозрачный, янтарного оттенка. Букет готового чая теплый, многогранный, пряно-древесный, с хлебными, ореховыми, фруктовыми и цветочными нотками. Аромат теплый, пряно-древесный, холодный аромат сладкий, пряно-цветочный. Вкус плотный, шелковистый, сладковатый, чуть вяжущий, с легкой фруктовой кислинкой и нюансами специй. Послевкусие сочное и долгое. Заваривать горячей водой (95°С) в чайнике из пористой глины для сильно-ферментированных улунов или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Пить проливом, постепенно увеличивая экспозицию. Выдерживает 7 завариваний. Превосходный церемониальный чай с многогранным вкусом и согревающим воздействием.",https://moychay.ru/catalog/ulun/uishanskij_ulun/tunmu-bay-zhuy-syan,2,95,6,,,,60,60,80,,,40,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,
Юньлун Шуйсянь,ulun,90.0,2160,"«Нарцисс» из чайного хозяйства Юньлун (средний огонь). В сухом виде: крупные, шоколадно-коричневые, изогнутые жгутики чайных листьев. Аромат интенсивный, пряно-древесный. Настой прозрачный, янтарного оттенка. Букет готового чая теплый, многогранный, пряно-древесный, с нотками орехового печенья, цветов и фруктов. Аромат глубокий, пряно-древесный. Вкус плотный, мягкий, сладковатый, чуть вяжущий, с легкой фруктовой кислинкой. Приятное, освежающее послевкусие. Заваривать горячей водой (90-95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 6 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 6 завариваний. Воздействие согревающее, умеренно тонизирующее, в невысокой концентрации – расслабляющее.",https://moychay.ru/catalog/ulun/uishanskij_ulun/yunlun-shuysyan,2,90,6,,,,40,40,60,,,80,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,
Цзянсинь Дуюнь,ulun,96.0,3690,"Цзянсинь Дуюнь – это китайская идиома-чэнъюй, означающая оригинальный и изобретательный. Так назвал свой авторский купаж из нескольких сортов яньча главный технолог чайного хозяйства Юньлун. В сухом виде: изогнутые, коричневые жгутики скрученных листиков среднего размера. Аромат интенсивный, теплый, пряно-бисквитный. Настой прозрачный, оттенка темного янтаря. Букет готового чая теплый, многогранный, хлебно-пряный, с нотками древесных смол, жареных тостов и печеных фруктов. Аромат многогранный, густой и теплый. Вкус сочный, плотный, гладкий, сладковатый, чуть вяжущий, с минеральными нотками и долгим, запоминающимся послевкусием. Заваривать горячей водой (90-95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5 г на 100 мл. Для первого раза настоять 5-7 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Выдерживает 6-7 завариваний. Отличный выбор для церемонии гунфуча – многогранный и сбалансированный вкус, высокий, но не избыточный огонь, классическая утёсная мелодия!",https://moychay.ru/catalog/ulun/uishanskij_ulun/tszyansin-duyun,1,95,5,60,,,,80,60,,,60,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,
Аньси Мао Се,ulun,86.0,1200,"Улун «Мао Се» («Волосатый Краб») сделан весной 2023 г. в уезде Аньси по технологии цин сян (легкая ферментация, умеренный прогрев). В сухом виде: мелкие, желто-зеленые комочки скрученных чайных побегов. Аромат интенсивный, пряно-травянистый. Настой прозрачный, светлого желто-зеленого оттенка. Букет готового чая свежий, пряно-травянистый, с цветочными и фруктовыми нотками. Аромат нежный, травянисто-цветочный. Вкус мягкий, плотный, шелковистый, сладковатый, с легкой фруктовой кислинкой и нюансами специй. Послевкусие долгое и сочное. Заваривать горячей водой (80-85°С) в фарфоровой гайвани или чайнике из пористой глины или селадона. Пропорция заварки к воде: 6 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 9-10 завариваний. Воздействие легкое расслабляющее, освежающее.",https://moychay.ru/catalog/ulun/yuzhnofudzyanskij_ulun/ansi-mao-se,2,85,6,,,,40,40,60,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,
Аньси Хуан Цзиньгуй,ulun,94.0,1068,"Улун «Хуан Цзинь Гуй» («Золотой османтус») сделан поздней осенью 2021 г. в уезде Аньси по технологии цин сян (легкая ферментация, умеренный огонь). В сухом виде: среднего размера, сине-зеленые комочки скрученных чайных побегов. Аромат интенсивный, травянисто-цветочный. Настой прозрачный, светлого виноградного оттенка. Букет готового чая свежий, травянисто-цветочный с фруктовыми нотками. Аромат нежный, высокий, травянисто-цветочный. Вкус мягкий, плотный, шелковистый, сладковатый, с легкой фруктовой кислинкой и сочным послевкусием. Заваривать горячей водой (80-85°С) в фарфоровой гайвани или чайнике из пористой глины или селадона. Пропорция заварки к воде: 6 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 9-10 завариваний. Воздействие легкое расслабляющее, освежающее, самое позитивное.",https://moychay.ru/catalog/ulun/yuzhnofudzyanskij_ulun/ansi-huan-tszinguy,2,85,6,,,,80,60,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,
Фэнхуан Милань,ulun,88.0,790,"«Аромат Медовой Орхидеи» сделан в горах Фэнхуаншань, весенний урожай 2022 года (средний огонь). В сухом виде: крупные, темно-лиловые жгутики скрученных чайных листьев с тонкими черенками. Аромат интенсивный, фруктово-древесный. Настой прозрачный, оттенка красного дерева. Букет готового чая яркий, пряно-ягодный, с цветочными, фруктовыми и бальзамическими нотками. Аромат интенсивный, пряно-ягодный. Вкус сочный, терпкий, сладковатый, с кислинкой свежих ягод и освежающим послевкусием. Заваривать горячей водой (85-90°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 5 г на 100 мл. Для первого раза настоять 10 секунд, далее пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 7 завариваний. Хороший выбор для повседневных чаепитий. Воздействие согревающее, тонизирующее.",https://moychay.ru/catalog/ulun/guandunskij_ulun/fenhuan-milan,5,90,5,,,,60,,80,,,60,80,,,,,,,60,,,,,,,,,,,,,,,,,,,,,
Наньтоу Улун,ulun,88.0,1200,"Сделан в высокогорном округе Наньтоу из весенних побегов сорта Улун. Урожай 2023 года. В сухом виде: мелкие, желто-зеленые, глянцевые комочки скрученных чайных побегов. Аромат интенсивный, травянисто-цветочный. Настой прозрачный, светлого виноградного оттенка. Букет готового чая свежий, травянисто-цветочный с ореховыми, пряными и фруктовыми нотками. Аромат нежный, травянисто-цветочный. Вкус мягкий, маслянистый, сладковатый, с легкой травянистой горчинкой, фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (85-90°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 30 секунд, затем пить проливом, постепенно увеличивая время выдержки. Выдерживает 10 завариваний. Воздействие освежающее, легкое тонизирующее.",https://moychay.ru/catalog/ulun/tajvanskij_ulun/nantou-ulun,5,85,6,,,,80,60,,40,,,,,,,,,60,,,,,,,,,,,100,,,,,,,,,,,
Чунь Я Ши Сян,ulun,90.0,1670,"«Весенний Я Ши Сян» сделан в небольшом чайном хозяйстве, расположенном в районе пика Удун. Сбор – весна 2019 года, хунбэй – осень 2019 года. Средний огонь. В сухом виде: крупные, темно-лиловые жгутики скрученных чайных листьев с тонкими черенками. Аромат интенсивный, цветочно-ягодный. Настой прозрачный, оттенка красного дерева. Букет готового чая многогранный и яркий, цветочно-ягодный, с нотками экзотических древесных смол, базилика и цитрусов. Аромат нежный, фруктово-цветочный. Вкус плотный, шелковистый, сладковатый, вяжущий, с ягодной кислинкой и долгим, освежающим послевкусием. Заваривать горячей водой (85-95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 4-5 г на 100 мл. Для первого раза настоять 5-7 секунд, после чего пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 10 завариваний. Отличный выбор для церемониального чаепития: яркий, многогранный и ароматный. Особенно рекомендуем его любителям «цветочных» даньцунов.",https://moychay.ru/catalog/ulun/guandunskij_ulun/chun-ya-shi-syan,3,90,5,,,40,100,,80,,,,80,,,,,,,40,,,,,,,,,,,,,,,,,,,,,
Лишивэй Милань,ulun,94.0,1890,"«Милань» или «Медовая орхидея» – один из самых популярных сортов даньцунов Чаочжоу. Сбор – весна 2019 года, хунбэй – осень 2019 года. Средний огонь. В сухом виде: крупные, темно-лиловые жгутики скрученных чайных листьев с тонкими черенками. Аромат интенсивный, цветочно-ягодный. Настой прозрачный, оттенка красного дерева. Букет готового чая многогранный и яркий, цветочно-ягодный, с нотками древесных смол, пряных трав, молочного шоколада и сухофруктов. Аромат нежный, фруктово-цветочный. Вкус тонкий, сочный и сладкий, шелковистый, чуть вяжущий, с ягодной кислинкой и долгим, освежающим послевкусием. Заваривать горячей водой (85-95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 4-5 г на 100 мл. Для первого раза настоять 5-7 секунд, после чего пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 10 завариваний. Отличный выбор для церемониального чаепития: тонкий, многогранный и ароматный.",https://moychay.ru/catalog/ulun/guandunskij_ulun/lishivey-milan,3,90,5,,,,100,80,40,,,,100,,,,,,,,,,,40,,,,,,,,,,,,,,,,,
Цуй Люань Улун (Улун с Нефритового Пика),ulun,94.0,5300,"Сделан в центральной, высокогорной части острова Тайвань. В сухом виде: мелкие, глянцевые, голубовато-зеленые шарики с аккуратными желтыми черенками. Аромат интенсивный, пряно-цветочный. Настой прозрачный, яркого, лимонно-зеленого оттенка. Букет готового чая свежий и яркий, округлый, цветочный, с нотками пряных трав, молочных орешков, фруктов и ягод. Аромат нежный, пряно-цветочный. Вкус очень плотный, мягкий, маслянистый, сладковатый, чуть пряный, с легкой ягодной кислинкой и нюансами специй. Превосходное освежающее послевкусие, которое держится на протяжении нескольких часов. Заваривать горячей водой (85-92°С) в фарфоровой гайвани или в чайнике из пористой глины. Пропорция сухого чая к воде: 6 г. на 100 мл. Для первого раза настоять 8-10 секунд, а затем, начиная с экспозиции в 1-2 секунды и постепенно доведя время выдержки до 3 минут, можно заварить 12 раз. Превосходный церемониальный чай для искушенного ценителя и особого, чайного настроения. Вызывает ощущение чистоты и свежести, гармонии и спокойствия.",https://moychay.ru/catalog/ulun/tajvanskij_ulun/tsuy-lyuan-ulun-ulun-s-nefritovogo-pika,5,90,6,,,,80,,60,,,,80,,,,,,60,,,,,,,,,,,60,,,,,,,,,,,
Гаоцзи Цилай Улун,ulun,96.0,4200,"Высокогорный улун с горы Цилай, весенний урожай 2023. В сухом виде: небольшие, оливково-зеленые комочки скрученных чайных побегов. Аромат интенсивный, пряно-цветочный. Настой прозрачный, виноградного оттенка. Букет готового чая свежий, травянисто-цветочный с пряными, ореховыми и фруктовыми нотками. Аромат интенсивный, пряно-цветочный. Вкус плотный, мягкий, маслянистый, сладковатый, с фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (85-90°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция сухого чая к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Держит вкус и аромат 10 завариваний. Прекрасный выбор для церемонии гунфуча. Воздействие освежающее, умеренно тонизирующее.",https://moychay.ru/catalog/ulun/tajvanskij_ulun/gaotszi-tsilay-ulun,3,90,6,,,,60,40,,60,,,,,,,,,60,,,,,,,,,,,100,,,,,,,,,,,
Фуцзянь Фошоу Улун Ча,ulun,70.0,1230,"Сделан из весенних побегов сорта Фошоу по технологии цинсян (легкая ферментация, умеренный прогрев). В сухом виде: среднего размера ярко-зеленые комочки скрученных чайных побегов. Аромат сдержанный, травянистый. Настой прозрачный, светлого желто-зеленого оттенка. Букет готового чая свежий, пряно-травянистый, с цветочными, ореховыми и фруктовыми нотками. Аромат нежный, травянисто-цветочный. Вкус плотный, маслянистый, сладковатый, с легкой фруктовой кислинкой и долгим, освежающим послевкусием. Заваривать горячей водой (85-87°С) в фарфоровой гайвани, чайнике из пористой глины или селадона. Пропорция заварки к воде: 6-7 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 7 завариваний. Отличный выбор, чтобы снять усталость, оживить ум и освежить восприятие.",https://moychay.ru/catalog/ulun/yuzhnofudzyanskij_ulun/futszyan-foshou-ulun-cha,3,87,6,,,,,40,40,,,,,,,,,,40,,,,,,,,,,,80,,,,,,,,,,,
Гаошань Шаньлиньси,ulun,100.0,3380,"Высокогорный улун «Шаньлиньси» («Ручей в еловом лесу»). В сухом виде: крупные, оливково-зеленые комочки скрученных чайных побегов. Аромат интенсивный, пряно-цветочный. Настой прозрачный, светлого, зеленовато-желтого оттенка. Букет готового чая свежий, травянисто-цветочный с пряными, ореховыми и фруктовыми нотками. Аромат яркий, пряно-цветочный. Вкус плотный, гладкий, маслянистый, сладковатый, с фруктовой кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (85-90°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция сухого чая к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Держит вкус и аромат 12 завариваний. Прекрасный выбор для церемонии гунфуча. Воздействие освежающее, легкое тонизирующее, самое позитивное.",https://moychay.ru/catalog/ulun/tajvanskij_ulun/gaoshan-shanlinsi,3,90,6,,,,80,60,,60,,,,,,,,,100,,,,,,,,,,,100,,,,,,,,,,,
Сюэ Ву Е Дань Цун,ulun,88.0,950,"Улун «Снежный темный лист» из чайного района Фэнхуаншань (округ Чаочжоу, провинция Гуандун) осеннего урожая 2018 г. (легкая ферментация, слабый огонь). В сухом виде: большие, зеленовато-фисташковые и буро-коричневые жгутики чайных листьев с тонкими черенками. Аромат интенсивный, травянисто-цветочный. Настой прозрачный, оттенка белого винограда. Букет готового чая свежий и яркий, пряно-цветочный, с травянистыми, древесными и ягодными нотками. Аромат яркий, высокий, пряно-цветочный. Вкус сочный, плотный, многогранный, сладковатый, немного терпкий, с цитрусовой кислинкой и нюансами специй. Долгое, освежающее послевкусие. Заваривать горячей водой (95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 10 завариваний. Прекрасный выбор для эмоциональной перезагрузки – многогранный и яркий, освежающий и вдохновляющий. Особенно понравится всем тем, кто ценит в улунах из Чаочжоу их тонкую, цветочную составляющую.",https://moychay.ru/catalog/ulun/guandunskij_ulun/syue-vu-e-dan-tsun,2,90,4,,,60,100,,80,,,,80,,,,,,,,,,,,,,,,,60,,,,,,,,,,,
"Бай Е Чао Ча, 2018",ulun,94.0,1480,"Сделан в округе Мэйчжоу из весенних побегов сорта Байе по аутентичной технологии чао ча. В сухом виде: лилово-коричневые фрагменты скрученных почек, тонкие черенки. Аромат тонкий, древесно-ягодный. Настой прозрачный, оттенка красного дерева, в процессе заваривания желтеет. Букет готового чая яркий, многогранный, цветочно-ягодный, с пряными, цитрусовыми и ореховыми нотками. Аромат нежный, теплый, цветочно-ягодный. Вкус плотный, терпкий, сладковатый, с легкой цитрусовой горчинкой, ягодной кислинкой и долгим послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4 г на 100 мл. Залейте чай горячей водой, дайте настояться в течение 5-7 секунд, далее пейте проливом с постепенным увеличением экспозиции. Выдерживает 8 завариваний. Воздействие согревающее, тонизирующее.",https://moychay.ru/catalog/ulun/guandunskij_ulun/bay-e-chao-cha-2018,2,90,4,,,60,80,,60,,,,100,,,,,,40,,,,,,,,,,,,,,,,,,,,,,
"Хуан Цзинь Гуй Чао Ча, 2019",ulun,90.0,890,"Сделан в округе Мэйчжоу из весенних побегов сорта Хуан цзинь гуй по аутентичной технологии чао ча. В сухом виде: лилово-коричневые фрагменты скрученных почек, тонкие черенки. Аромат тонкий, древесный. Настой прозрачный, оттенка красного дерева, в процессе заваривания желтеет. Букет готового чая яркий, многогранный, цветочно-ягодный, с пряными, цитрусовыми и ореховыми нотками. Аромат нежный, теплый, цветочно-ягодный. Вкус плотный, приятно вяжущий, сладковатый, с нежной терпчинкой, ягодной кислинкой и долгим послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4 г на 100 мл. Залейте чай горячей водой, дайте настояться в течение 5-7 секунд, далее пейте проливом с постепенным увеличением экспозиции. Выдерживает 8 завариваний. Воздействие согревающее, тонизирующее.",https://moychay.ru/catalog/ulun/guandunskij_ulun/huan-tszin-guy-chao-cha-2019,2,90,4,,,40,80,,60,,,,100,,,,,,40,,,,,,,,,,,,,,,,,,,,,,
"Фошоу Дань Я Чэнь Чао Ча, 2015",ulun,94.0,3290,"Сделан в округе Мэйчжоу из весенних побегов сорта Фошоу по аутентичной технологии чао ча. В сухом виде: лилово-коричневые фрагменты скрученных почек, тонкие черенки. Аромат сдержанный, древесный. Настой прозрачный, янтарного оттенка. Букет готового чая выдержанный, многогранный, пряно-древесный, с нотками сушеных яблок, орехового бисквита, табака и жареных семечек подсолнуха. Аромат нежный, теплый, сложный. Вкус плотный, шелковистый, сладковатый, с нежной терпчинкой, ягодной кислинкой и долгим послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5-6 г на 100 мл. Залейте чай горячей водой, дайте настояться в течение 5-7 секунд, далее пейте проливом с постепенным увеличением экспозиции. Выдерживает 8 завариваний. Воздействие согревающее, тонизирующее.",https://moychay.ru/catalog/ulun/guandunskij_ulun/foshou-dan-ya-chen-chao-cha-2015,5,90,5,60,,,,60,,,,80,,,,,,,,,,,,,,,,,,,40,,,,,,,80,,,
Фо Шоу Мэйчжоу Чао Ча,ulun,88.0,870,"Сделан в округе Мэйчжоу по аутентичной технологии чао ча. В качестве сырья использованы побеги сорта Фо Шоу (Рука Будды). В сухом виде: лилово-коричневые фрагменты скрученных почек, тонкие черенки. Аромат сдержанный, пряно-древесный. Настой прозрачный, оттенка горного меда. Букет готового чая выдержанный, многогранный, пряно-древесный, с нотками ванили, табака, орехового бисквита и сухофруктов. Аромат нежный, теплый, пряно-бисквитный. Вкус плотный, мягкий, сладковатый, с легкой фруктовой кислинкой и долгим послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5-6 г на 100 мл. Залейте чай горячей водой, дайте настояться в течение 10 секунд, далее пейте проливом с постепенным увеличением экспозиции. Выдерживает 9 завариваний. Воздействие согревающее, умеренно тонизирующее.",https://moychay.ru/catalog/ulun/guandunskij_ulun/fo-shou-meychzhou-chao-cha,2,90,5,80,,,,60,60,,,60,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,
Шуйсян Мэйчжоу Чао Ча (2017),ulun,98.0,1560,"«Нарцисс из Мэйчжоу» сделан по аутентичной технологии чао ча в неизменном виде сохранившейся с эпохи Мин до наших дней. Суть метода сводится к длительному обжариванию чайных листьев и почек в котлах при относительно низких температурах, с перерывами на охлаждение. В сухом виде: небольшие, серо-бурые жгутики скрученных листиков. Аромат густой, пряный с ореховой ноткой. Настой прозрачный, оттенка темного янтаря. Букет готового чая яркий, многогранный, хлебно-пряный, с ореховыми, древесными, сливочными, табачными, цитрусовыми и черносливовыми нотками. Аромат глубокий и теплый, сложный, орехово-пряный с легким «дымком». Вкус очень плотный, мягкий, бархатистый, приятно вяжущий (в избыточной концентрации – терпкий), сладковатый, с тонкой фруктовой кислинкой. Послевкусие долгое и сочное. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 3-4 г на 100 мл (чай обладает очень плотным телом, поэтому для первого раза возьмите чуть меньше заварки, чем обычно). Пить проливом с постепенным увеличением экспозиции. Выдерживает 10 завариваний. Оригинальный, интересный чай с ярким, многогранным вкусом и мощным энергетическим воздействием.",https://moychay.ru/catalog/ulun/guandunskij_ulun/shuysyan-meychzhou-chao-cha-2017,1,90,3,,,,,,,,,60,,,,,,60,80,,,,,,,,60,,,,60,,,,,,,,,,
